text;time
rt @24aleppo: statement about recently leaked isis documents. we are confident that the documents are not authentic. @deirezzor24 https://t…; 3/11/2016
rt @xxvvvxxxxxxxx: the coward russian filth must bombard civilians in syria! they cannot bomb ukraine because ukraine has thousands of mode…; 3/11/2016
#photo brigade general ali amar commander of army operations in central region killed by #isis in #palmyra #syria https://t.co/gfj19qa0z2; 3/11/2016
rt @ramiallolah: #photo brigade general ali amar commander of army operations in central region killed by #isis in #palmyra #syria https://…; 3/11/2016
this morning pro #assad accounts mourned death of ali amar due to a 'long illness' in #homs military hospital #syria https://t.co/gbqflgyq4y; 3/11/2016
@khasievsuleiman my mistake. i translated the rank wrongly. he is a major general..; 3/11/2016
rt @nidalgazaui: must know:  #russia bombed civilian trucks with international banned phosphours bombs near #tadmur, #homs. https://t.co/yb…; 3/11/2016
i reported #assad's army sustained heavy losses two days ago in one of its biggest attempts to storm #palmyra https://t.co/suqsf9olsd #syria; 3/11/2016
chelsea supporter justifies attacks on civilians in isis territory: https://t.co/m8i2qcfjmx; 3/11/2016
rt @7layers_: stupid rebels, fighting against #isis for the us &amp; co instead of the regime that murdered 470.000 of their people https://t.c…; 3/11/2016
#usa reportedly conducted first missile attack on #isis in #syria from #jordan using a m142 himars rockets launcher https://t.co/ldjvnwmjyl; 3/11/2016
@7layers_ @nusantarwitness the west must be laughing hard seeing how arabs will kill their own people for us dollars and false promises.; 3/11/2016
@92marwann sa ce moque du "patron" ? moi je dit rien, je pose juste ça :  https://t.co/d6wdmw3jk9; 3/11/2016
#usa m142 himars attack was carried from #jordan to support #syria|n tribes to take tanf border crossing from #isis https://t.co/urabdln8hi; 3/11/2016
rt @abduhark: again, rebels are pushed by the donors into another wave of nasty fight with isis in northern aleppo that will be ultimately …; 3/11/2016
@app33mu113_ ils argumenteront en disant " nous visons des rassemblements de fanatiques"; 3/11/2016
protestors: "the world will see our angry protests and help us!"  err, no. world will watch as assad slaughters you. https://t.co/awztgyea47; 3/11/2016
rt @warreporter1: chelsea supporter justifies attacks on civilians in isis territory: https://t.co/m8i2qcfjmx; 3/11/2016
rt @nusantarwitness: just to reminds what white phosphorus effects on people #palmyra https://t.co/n5mzuhwud1; 3/11/2016
rt @yawmal_dabiq: us already used white phosporus - fallujah, a decade ago.   https://t.co/f3zpzkab2k; 3/11/2016
@veritas__media yes but other way around too. if host is compromised, then whatever "secure" stuff you are doing on vm is also compromised; 3/11/2016
@veritas__media thats why its best to either run it as a separate installation or as a live cd/live usb; 3/11/2016
#usa general curtis scaparrotti appointed supreme commander of #nato forces in #europe; 3/11/2016
@wail75p mon pauvre petit wail https://t.co/grqs1fdfez; 3/11/2016
rt @7layers_: warning #graphic: remember when assad soldiers buried a man alive for refusing to say "there's no god but bashar"? https://t.…; 3/11/2016
@veritas__media yes. a lot of people. it's because many online tutorials don't warn people enough about the dangers.; 3/11/2016
rt @nidalgazaui: huge:  shiite #hoothies and #yemen forces declared to end the siege of #taaz after they lost today big territory in the ar…; 3/11/2016
rt @tails_live: tails 2.2 is out: https://t.co/hbj2kesaev; 3/11/2016
@jazrawi_sham doubt it, they wont translate this as they didn't translate abu firas article; 3/11/2016
@worldonalert @nidalgazaui sounds about right. 50% beheaded, 25% used for hostage negotiations, and the other 25% used as human shields.; 3/11/2016
rt @ramiallolah: big! #breakingnews #syria|n's army commander of central region brigade general ali amar killed in battles with #isis east …; 3/11/2016
@veritas__media unfortunately secure pc usage is still an elitist thing even today. this means a lot of people are at risk.; 3/11/2016
@quart_monde pour le cas de la femme malade, c'est une solution comme une autre vu son état.; 3/11/2016
@dublinokarra he is a joke, dawlah burned the pilot in qisas. they burned the pilot because the pilot burned muslims through his bombs.; 3/11/2016
@silentsecretman moi aussi il ma bloqué, tu n'est pas le seul; 3/11/2016
@silentsecretman c'est " wings of faith" le type pro-arabe et assez nationaliste .; 3/11/2016
@savageak187 you are the boy who makes funny faces; 3/11/2016
@silentsecretman moi je lui est jamais parlé sur ce sujet, on peut même plus s'exprime ici. c'est devenue la dictature twitterienne; 3/11/2016
the snake (maqdisi) in his latest fatwa is trying to create shubuhat among the supporters of dawlah, even among the soldiers.; 3/11/2016
he is trying to split dawlah in two by deceiving that there are those who are moderate among is &amp; those who "oppose the extremism of adnani"; 3/11/2016
@islamonde_info intéressant d'autant que le hamas entretient encore aujourd'hui des liens avec l'iran chiite non ?; 3/11/2016
@islamonde_info sa prouve qu'il a une vrai divergence dans le mouvement; 3/11/2016
meaning: he wants us to believe that sh adnani is the head of extremism that many oppose &amp; thus trying to split by creating shubuhat.; 3/11/2016
as if sh adnani is the spokesman of his own sect, the "extremists" sect, while sh abu bakr is the spokesman of the more "moderate" sect.; 3/11/2016
rt @ramiallolah: #usa general curtis scaparrotti appointed supreme commander of #nato forces in #europe; 3/11/2016
rt @ramiallolah: #usa m142 himars attack was carried from #jordan to support #syria|n tribes to take tanf border crossing from #isis https:…; 3/11/2016
rt @ramiallolah: #usa reportedly conducted first missile attack on #isis in #syria from #jordan using a m142 himars rockets launcher https:…; 3/11/2016
rt @ramiallolah: #germany media: personal information of 3 of #paris attacks attackers were found in the #isis 22,000 recent 'leaked docume…; 3/11/2016
rt @ramiallolah: #breakingnews extreme intense clashes near one of #bengardane hotels.. #tunisia #isis; 3/11/2016
rt @chief_marshallr: map showing #isis attacks in #libya since 9 march 2016 (approx btw sirte, misrata &amp; ash shwayrif) -  @libyaschannel ht…; 3/11/2016
rt @ghostmanzzz: rebels try to advance right now on mrayghil #is hold village. supported by massive #us airstrikes+ turkish artillery https…; 3/11/2016
rt @ghostmanzzz: #breaking   #us airstrikes rocked #isis ideological important "#dabiq"  moments ago in north #aleppo.; 3/11/2016
no, the khilafah is one state, one leader, one aqeedah &amp; one manhaj.  no man whose fronts are on twitter will change that.; 3/11/2016
rt @ghostmanzzz: #rebels launched offensive against #isis in northern #aleppo to take over mrayghil now.; 3/11/2016
rt @ghostmanzzz: rebels recaptured ayn-daqna from #ypg in n- #aleppo.; 3/11/2016
rt @ghostmanzzz: #rebels captured 3 villages from #isis in this week... #northern #aleppo.; 3/11/2016
rt @ghostmanzzz: unconfirmed reports that rebels are very close to retook minnigh village in northern #aleppo+ #ypg reportedly collapsing t…; 3/11/2016
rt @ramiallolah: #aamaq: one #lebanon army soldier killed, 16 others injured in a failed attack on #isis positions in ras #baalbek..; 3/11/2016
rt @jazrawi_sham: must read tweets on ahrar alsham and other rebel groups ahrar cooperating with nato and us in secret  https://t.co/cm5pky…; 3/11/2016
rt @jazrawi_sham: a3maq us captures yani yaban village after huge air campaign in northern alleppo https://t.co/zqf9pzajxp; 3/11/2016
rt @jazrawi_sham: islamic state wilaya aljazeera martyrdom operation by iraqi ansari on pkk convoy west of sinjar. https://t.co/fvqc9rxdx5; 3/11/2016
rt @jazrawi_sham: islamic state wilaya alanbar two istishadis denoted their armoured vehicles on iraqi regiment hq near saudi border https:…; 3/11/2016
@abumuounir https://t.co/naudli3gzu; 3/11/2016
@abumuounir wa iyyak; 3/11/2016
rt @jazrawi_sham: saudi-led coalition force and al-qaeda militants are both fighting houthi rebels  https://t.co/m7kt0nfbsv https://t.co/bl…; 3/11/2016
rt @oded121351: #libya-#isis photos from friday prayers and sermon in a mosque in #sirte https://t.co/ksvietxmwo; 3/11/2016
rt @wwayf44rer: german (ihsan) &amp; levantine (abu qatada) #islamicstate fighters conducted car-bomb operations on haditha - baiji road https:…; 3/11/2016
rt @wwayf44rer: sinai – video of heavy aerial bombardment west of rafah today https://t.co/ouluwas73s; 3/11/2016
rt @wwayf44rer: today #islamicstate released the citizens it arrested in abu tawila village near sheikh zuwaid after investigation; 3/11/2016
rt @clarionproject: #islamicstate hackers publish names &amp; addresses of #nj police officers https://t.co/342roqg53o https://t.co/hvyfnizgi2; 3/11/2016
rt @mrsamwilkin: footage appears to show steering system on iran missile. they've been working to improve accuracy. https://t.co/1jd2llqfos; 3/11/2016
@_observer006 why would they come when there are many locals ready to sacrifice their lives for uncle sams's cash..; 3/11/2016
@hamza_alfro killing of innocent civilians is condemned by whomever participating in this war..; 3/11/2016
@patriaomuerte__ ahahahahhahaah homg i'm dying this is too much for me; 3/11/2016
#isis huge vbied attack targeted #iraq|i army west #nukhayb near #saudi borders resulted into many deaths &amp; injuries https://t.co/l1gx6ggzsp; 3/11/2016
rt @ramiallolah: #isis huge vbied attack targeted #iraq|i army west #nukhayb near #saudi borders resulted into many deaths &amp; injuries https…; 3/11/2016
the dogs of usa from division 31 "ahfadh salahudeen" is also in mare3 demonstrating.  not against bashar for sure. https://t.co/vk7sehobig; 3/11/2016
@veilleurv abu wahib again cc @theiraqwitness; 3/11/2016
#روسيا الكرملين يعتذر رسمياً لأحمد الجربا: منصب ذنب الكلب غير شاغر حالياً.. #سوريا; 3/11/2016
rt @hassinaouch: #نبارك_لتعز_فك_الحصار الحمد الله; 3/11/2016
today's demonstration in "sharia ruled" ma'arat al-nu'man, jn got humiliated &amp; kicked out.  people smoking freely. https://t.co/8yiqw1rtym; 3/11/2016
turjuman will soon release a video exposing the jews of jihad, qaidat al zawahiri. https://t.co/kjq3xvqh0h; 3/11/2016
@mousaalomar والله انتا قلتها.. والله اني خايف أقولها لأنو صار شبيحة الثورة أفظع بمئات من المرات من شبيحة بوتين والأسد.. ما اتعلموا لسا..; 3/11/2016
when arabs are debating about something ...  https://t.co/wduer6xg3w; 3/11/2016
rt @7layers_: "moderate muslims" denounce the word "jihad" while crusaders are proud they're r killing in the name of christ https://t.co/y…; 3/12/2016
rt @webradius: the rope is increasingly moderate.  https://t.co/rmywkgmd22; 3/12/2016
two muslims indicted for planning attacks for islamic state in occupied palestine(aka israel).  https://t.co/upfy9zt2gu; 3/12/2016
rt @warfareww: #us says #northkorea lost contact with one of its submarines. "it may be adrift undersea or have sunk by now" https://t.co/7…; 3/12/2016
rt @ramiallolah: #video #iraq|i shiite popular mobilization terror group uses chlorine mortar rounds somewhere around #kirkuk #isis https:/…; 3/12/2016
rt @israelhatzolah: photo: smoke rising over gaza moments after israeli air force strikes 4 targets, in response of rocket attacks. https:/…; 3/12/2016
rt @israelhatzolah: alert: after iaf responds to gaza rocket fire with airstrikes on hamas compound, islamist terror group warns of 'escala…; 3/12/2016
rt @m3t4_tr0n: 🎥 ahrar ash-sham has released a video claiming to have shot down a #syria|n warplane over the skies of #hama. (1/2) https://…; 3/12/2016
rt @m3t4_tr0n: 🎥 ahrar ash-sham has released a video claiming to have shot down a #syria|n warplane over the skies of #hama. (2/2) https://…; 3/12/2016
if you are having a bad night tonight,guess what,you ain't the only one.jabhat al khusra is having it worse😂.; 3/12/2016
jn already begging for shariah court with murtadeen after being bashed. https://t.co/2aumehcqui; 3/12/2016
what shariah court with people who believe &amp; fight for a secular constitution?; 3/12/2016
@alarabiya_eng are not you ashamed to write such lies and nonsense?; 3/13/2016
nagasaki, 20 minutes after the atomic bombing in 1945 #usa https://t.co/tkhfq7xfp6; 3/13/2016
rt @lifeinsyria: translation of summary of shk maqdese's letter (10-3-16)  eng : https://t.co/vz9qkrfl25  ara (full) : https://t.co/zl6ynml…; 3/13/2016
#syrian civilian was shot by #turkish border guards near #manbij #north #aleppo; 3/13/2016
now the sister of yassin died cause of her wounds.. followed her brother in heaven  #gazaunderattackl https://t.co/jqpyvz3fmm; 3/13/2016
@marwantunsi__ i wonder why she was wearing leopard-skin underwear to battle? isn't that for a saturday night out?; 3/13/2016
al-qaeda's confused policies towards it's allies. congratulating them, making takfir on them, then fighting them: https://t.co/gcsblttncp; 3/13/2016
